id,nombre,x,y,tipo
1,Malla_0_1,-17.462466,-14.000000,malla
2,Malla_0_2,-17.036167,-14.000000,malla
3,Malla_0_3,-16.517878,-13.968957,malla
4,Malla_0_4,-16.127936,-13.998728,malla
5,Malla_0_5,7.497098,-0.455246,malla
6,Malla_0_6,-15.052093,-14.000000,malla
7,Malla_0_7,-14.392142,-14.000000,malla
8,Malla_0_8,4.008668,0.102485,malla
9,Malla_0_9,-13.488679,-14.000000,malla
10,Malla_0_10,-13.050924,-14.000000,malla
11,Malla_0_11,-12.449740,-14.000000,malla
12,Malla_0_12,-12.135799,-14.000000,malla
13,Malla_0_13,7.410521,11.476496,malla
14,Malla_0_14,-10.969222,-14.000000,malla
15,Malla_0_15,-10.452223,-13.998184,malla
16,Malla_0_16,-9.576257,-2.059337,malla
17,Malla_0_17,-9.449043,-13.998259,malla
18,Malla_0_18,0.630839,2.381007,malla
19,Malla_0_19,-8.584816,-14.000000,malla
20,Malla_0_20,-8.121290,-13.934212,malla
21,Malla_0_21,-7.425762,-13.986322,malla
22,Malla_0_22,-6.979656,-14.000000,malla
23,Malla_0_23,9.882239,-4.383640,malla
24,Malla_0_24,-6.084134,-13.979647,malla
25,Malla_0_25,-5.428758,-13.949915,malla
26,Malla_0_26,-5.066797,-14.000000,malla
27,Malla_0_27,-4.388373,-14.000000,malla
28,Malla_0_28,-3.952317,-14.000000,malla
29,Malla_0_29,-3.411131,-14.000000,malla
30,Malla_0_30,-3.012509,-14.000000,malla
31,Malla_0_31,-2.431987,-13.884589,malla
32,Malla_0_32,-2.019651,-13.977041,malla
33,Malla_0_33,-1.402546,-13.899100,malla
34,Malla_0_34,-10.528950,6.058403,malla
35,Malla_0_35,13.867578,12.314608,malla
36,Malla_0_36,7.151930,12.525877,malla
37,Malla_0_37,-16.125676,8.127603,malla
38,Malla_0_38,1.080451,-13.973880,malla
39,Malla_0_39,-1.486455,-1.272044,malla
40,Malla_0_40,2.071935,-14.000000,malla
41,Malla_0_41,10.813947,-7.629534,malla
42,Malla_0_42,7.732312,12.309094,malla
43,Malla_0_43,3.455823,-14.000000,malla
44,Malla_0_44,4.079203,-14.000000,malla
45,Malla_0_45,4.351269,-13.935535,malla
46,Malla_0_46,4.885902,-13.886838,malla
47,Malla_0_47,5.358447,-14.000000,malla
48,Malla_0_48,6.012433,-13.989181,malla
49,Malla_0_49,6.352838,-13.953027,malla
50,Malla_0_50,6.870217,-13.935199,malla
51,Malla_0_51,-12.741632,-3.204167,malla
52,Malla_0_52,7.961168,-14.000000,malla
53,Malla_0_53,8.621046,-13.946420,malla
54,Malla_0_54,-9.296249,-2.040637,malla
55,Malla_0_55,9.609861,-13.977724,malla
56,Malla_0_56,6.712087,-3.818665,malla
57,Malla_0_57,10.561616,-14.000000,malla
58,Malla_0_58,11.136860,-13.955029,malla
59,Malla_0_59,8.212207,11.981923,malla
60,Malla_0_60,-6.858924,-11.410344,malla
61,Malla_0_61,12.645508,-13.888906,malla
62,Malla_0_62,12.993082,-14.000000,malla
63,Malla_0_63,13.554484,-13.913648,malla
64,Malla_0_64,14.124491,-14.000000,malla
65,Malla_0_65,7.009215,6.324069,malla
66,Malla_0_66,8.372689,13.040689,malla
67,Malla_0_67,15.598718,-13.930879,malla
68,Malla_0_68,16.040407,-13.988797,malla
69,Malla_0_69,8.928383,-0.150364,malla
70,Malla_0_70,16.903645,-14.000000,malla
71,Malla_0_71,-5.918045,9.797870,malla
72,Malla_0_72,-16.884178,-13.576046,malla
73,Malla_0_73,-16.480738,-13.535249,malla
74,Malla_0_74,-16.058558,-13.563830,malla
75,Malla_0_75,-3.013132,4.889820,malla
76,Malla_0_76,-12.343075,6.423960,malla
77,Malla_0_77,2.152222,6.923199,malla
78,Malla_0_78,-13.853447,-13.654276,malla
79,Malla_0_79,-13.632587,-13.640155,malla
80,Malla_0_80,-13.038632,-13.580700,malla
81,Malla_0_81,-12.400027,-13.604355,malla
82,Malla_0_82,15.129880,-5.994541,malla
83,Malla_0_83,-11.574646,-13.633225,malla
84,Malla_0_84,-10.925028,-13.704998,malla
85,Malla_0_85,-10.585739,-13.668340,malla
86,Malla_0_86,0.060640,6.255586,malla
87,Malla_0_87,-9.423142,-6.361280,malla
88,Malla_0_88,-8.930674,-13.624453,malla
89,Malla_0_89,-8.597017,-13.668273,malla
90,Malla_0_90,-14.262296,10.676120,malla
91,Malla_0_91,-15.065729,-4.300569,malla
92,Malla_0_92,-7.024848,-13.550920,malla
93,Malla_0_93,-6.364037,-13.575960,malla
94,Malla_0_94,-5.868760,-13.551276,malla
95,Malla_0_95,0.463129,-12.981088,malla
96,Malla_0_96,6.210570,-6.585575,malla
97,Malla_0_97,-4.645077,-13.619712,malla
98,Malla_0_98,-3.967238,-13.682952,malla
99,Malla_0_99,-3.626343,-13.686891,malla
100,Malla_0_100,-3.072668,-13.630459,malla
101,Malla_1_1,-7.208457,12.345957,malla
102,Malla_1_2,-2.146738,-13.518823,malla
103,Malla_1_3,-1.393773,-13.552447,malla
104,Malla_1_4,-0.877741,-13.710078,malla
105,Malla_1_5,-0.405496,-13.505480,malla
106,Malla_1_6,-0.012848,-13.611161,malla
107,Malla_1_7,-5.110652,8.353594,malla
108,Malla_1_8,-12.158268,3.969518,malla
109,Malla_1_9,1.629431,-13.527230,malla
110,Malla_1_10,2.128145,-13.501945,malla
111,Malla_1_11,13.557920,-1.637301,malla
112,Malla_1_12,2.867218,-13.639545,malla
113,Malla_1_13,3.473012,-13.589481,malla
114,Malla_1_14,-11.032996,-12.376182,malla
115,Malla_1_15,4.520585,-13.709212,malla
116,Malla_1_16,-13.978036,-6.305515,malla
117,Malla_1_17,-7.091901,-12.928004,malla
118,Malla_1_18,6.050710,-13.483679,malla
119,Malla_1_19,-10.106168,10.790710,malla
120,Malla_1_20,6.910470,-13.653509,malla
121,Malla_1_21,-2.090635,-9.650078,malla
122,Malla_1_22,-11.562569,13.732257,malla
123,Malla_1_23,-0.735221,1.367874,malla
124,Malla_1_24,9.119767,-13.564541,malla
125,Malla_1_25,9.439846,-13.634544,malla
126,Malla_1_26,13.063774,-12.855166,malla
127,Malla_1_27,1.081276,5.890816,malla
128,Malla_1_28,12.092159,5.979165,malla
129,Malla_1_29,3.725972,-8.584551,malla
130,Malla_1_30,12.102013,-13.497435,malla
131,Malla_1_31,12.547295,-13.652611,malla
132,Malla_1_32,12.992295,-13.519132,malla
133,Malla_1_33,13.613316,-13.499212,malla
134,Malla_1_34,1.086750,-11.389422,malla
135,Malla_1_35,14.364232,-13.608980,malla
136,Malla_1_36,14.881035,-13.699220,malla
