id,nombre,x,y,tipo
1,Malla_0_1,-9.996099,-7.468239,malla
2,Malla_0_2,-9.819397,-7.521779,malla
3,Malla_0_3,-9.562253,-7.469771,malla
4,Malla_0_4,-9.418369,-7.529316,malla
5,Malla_0_5,-9.157899,-7.514809,malla
6,Malla_0_6,-8.961495,-7.498768,malla
7,Malla_0_7,-8.754112,-7.496163,malla
8,Malla_0_8,-8.558645,-7.495345,malla
9,Malla_0_9,-8.410005,-7.513060,malla
10,Malla_0_10,-8.183600,-7.486865,malla
11,Malla_0_11,-7.933124,-7.478090,malla
12,Malla_0_12,-7.776603,-7.525119,malla
13,Malla_0_13,-7.537095,-7.528494,malla
14,Malla_0_14,-7.389594,-7.531252,malla
15,Malla_0_15,-7.219676,-7.469303,malla
16,Malla_0_16,-6.944938,-7.508824,malla
17,Malla_0_17,-6.754356,-7.463172,malla
18,Malla_0_18,-6.609523,-7.544294,malla
19,Malla_0_19,-6.371867,-7.458888,malla
20,Malla_0_20,-6.158663,-7.483431,malla
21,Malla_0_21,-5.989478,-7.537335,malla
22,Malla_0_22,-5.765335,-7.531714,malla
23,Malla_0_23,-5.530125,-7.461559,malla
24,Malla_0_24,-5.313805,-7.463381,malla
25,Malla_0_25,-5.138441,-7.542500,malla
26,Malla_0_26,-4.980916,-7.491256,malla
27,Malla_0_27,-4.752429,-7.529359,malla
28,Malla_0_28,-4.522052,-7.540162,malla
29,Malla_0_29,-4.301432,-7.547971,malla
30,Malla_0_30,-4.136623,-7.495032,malla
31,Malla_0_31,-3.964391,-7.542543,malla
32,Malla_0_32,-3.738196,-7.469036,malla
33,Malla_0_33,-3.498124,-7.461286,malla
34,Malla_0_34,-3.331975,-7.539898,malla
35,Malla_0_35,-3.100135,-7.519069,malla
36,Malla_0_36,-2.947929,-7.500910,malla
37,Malla_0_37,-2.697735,-7.481292,malla
38,Malla_0_38,-2.525350,-7.459125,malla
39,Malla_0_39,-2.347372,-7.546409,malla
40,Malla_0_40,-2.089744,-7.521510,malla
41,Malla_0_41,-1.930043,-7.517014,malla
42,Malla_0_42,-1.748359,-7.506677,malla
43,Malla_0_43,-1.466822,-7.477772,malla
44,Malla_0_44,-1.335129,-7.493737,malla
45,Malla_0_45,-1.159907,-7.547347,malla
46,Malla_0_46,-0.912719,-7.453109,malla
47,Malla_0_47,-0.741401,-7.485091,malla
48,Malla_0_48,-0.538994,-7.540099,malla
49,Malla_0_49,-0.315772,-7.549578,malla
50,Malla_0_50,-0.132603,-7.481846,malla
51,Malla_0_51,0.071844,-7.513135,malla
52,Malla_0_52,0.274253,-7.528655,malla
53,Malla_0_53,0.505845,-7.473929,malla
54,Malla_0_54,0.690410,-7.509809,malla
55,Malla_0_55,0.883777,-7.513682,malla
56,Malla_0_56,1.153069,-7.497911,malla
57,Malla_0_57,1.339317,-7.515458,malla
58,Malla_0_58,1.563896,-7.463864,malla
59,Malla_0_59,1.719202,-7.526848,malla
60,Malla_0_60,1.948956,-7.524479,malla
61,Malla_0_61,2.147880,-7.495020,malla
62,Malla_0_62,2.281450,-7.539954,malla
63,Malla_0_63,2.504376,-7.479049,malla
64,Malla_0_64,2.739319,-7.542711,malla
65,Malla_0_65,2.976123,-7.507277,malla
66,Malla_0_66,3.094770,-7.499298,malla
67,Malla_0_67,3.364015,-7.516791,malla
68,Malla_0_68,3.585091,-7.547795,malla
69,Malla_0_69,3.715253,-7.548357,malla
70,Malla_0_70,3.988268,-7.477002,malla
71,Malla_0_71,4.175437,-7.461466,malla
72,Malla_0_72,4.380480,-7.479128,malla
73,Malla_0_73,4.548452,-7.508763,malla
74,Malla_0_74,4.789915,-7.540214,malla
75,Malla_0_75,4.903905,-7.527465,malla
76,Malla_0_76,5.113257,-7.526447,malla
77,Malla_0_77,5.325091,-7.529373,malla
78,Malla_0_78,5.552859,-7.492278,malla
79,Malla_0_79,5.738731,-7.491451,malla
80,Malla_0_80,5.984121,-7.485829,malla
81,Malla_0_81,6.159689,-7.502801,malla
82,Malla_0_82,6.402081,-7.466404,malla
83,Malla_0_83,6.546119,-7.537326,malla
84,Malla_0_84,6.791893,-7.546917,malla
