id,nombre,x,y,tipo
1,Malla_0_1,-12.368602,-9.774710,malla
2,Malla_0_2,-11.355254,-10.000000,malla
3,Malla_0_3,-10.240967,-10.000000,malla
4,Malla_0_4,-8.939942,-9.955101,malla
5,Malla_0_5,-7.776512,-10.000000,malla
6,Malla_0_6,-6.004887,-10.000000,malla
7,Malla_0_7,-4.738481,-10.000000,malla
8,Malla_0_8,-3.682637,-9.854423,malla
9,Malla_0_9,-4.764589,8.915226,malla
10,Malla_0_10,-0.910379,-10.000000,malla
11,Malla_0_11,0.309670,-10.000000,malla
12,Malla_0_12,1.254180,-10.000000,malla
13,Malla_0_13,2.660530,-9.848706,malla
14,Malla_0_14,-3.579925,0.990704,malla
15,Malla_0_15,4.927184,-9.792198,malla
16,Malla_0_16,2.803004,1.990172,malla
17,Malla_0_17,7.627592,-10.000000,malla
18,Malla_0_18,6.419707,7.988196,malla
19,Malla_0_19,9.640717,-10.000000,malla
20,Malla_0_20,11.354272,-9.839340,malla
21,Malla_0_21,-12.500000,-8.894434,malla
22,Malla_0_22,-2.533599,-4.521716,malla
23,Malla_0_23,-9.915332,-8.809302,malla
24,Malla_0_24,7.039600,-5.097975,malla
25,Malla_0_25,-7.593027,-8.923853,malla
26,Malla_0_26,-5.935029,-9.012195,malla
27,Malla_0_27,-7.753678,4.709710,malla
28,Malla_0_28,-5.495050,-4.469512,malla
29,Malla_0_29,6.778773,-9.908718,malla
30,Malla_0_30,-1.070035,-8.950465,malla
31,Malla_0_31,-0.133380,-9.246752,malla
32,Malla_0_32,2.295011,-3.319411,malla
33,Malla_0_33,2.535121,-8.914721,malla
34,Malla_0_34,-6.701110,-7.316855,malla
35,Malla_0_35,4.962186,-9.150049,malla
36,Malla_0_36,5.972557,-9.245604,malla
37,Malla_0_37,7.774936,-8.933252,malla
38,Malla_0_38,8.381420,-8.804515,malla
39,Malla_0_39,-1.140032,7.922688,malla
40,Malla_0_40,11.597449,-8.885719,malla
41,Malla_0_41,-12.500000,-8.181580,malla
42,Malla_0_42,11.480019,-6.092658,malla
43,Malla_0_43,-10.301887,-7.843349,malla
44,Malla_0_44,-8.453313,-8.239227,malla
45,Malla_0_45,8.427005,3.423493,malla
46,Malla_0_46,-6.052773,-7.889555,malla
47,Malla_0_47,-4.731403,-8.297336,malla
48,Malla_0_48,-3.726331,-7.859686,malla
49,Malla_0_49,-2.487349,-8.262047,malla
50,Malla_0_50,-1.516904,-8.278007,malla
51,Malla_0_51,-0.049515,-7.718168,malla
52,Malla_0_52,-6.917945,1.319126,malla
53,Malla_0_53,2.859636,-7.739014,malla
54,Malla_0_54,3.433170,-8.171817,malla
55,Malla_0_55,-5.940171,-5.067476,malla
56,Malla_0_56,5.977798,-7.914656,malla
57,Malla_0_57,7.303488,9.908638,malla
58,Malla_0_58,8.875303,-7.948383,malla
59,Malla_0_59,-9.153859,-9.310092,malla
60,Malla_0_60,11.123960,-7.818268,malla
61,Malla_0_61,-12.136169,-6.957302,malla
62,Malla_0_62,-9.955288,8.641359,malla
63,Malla_0_63,-9.944096,-7.024811,malla
64,Malla_0_64,-8.740608,-7.282140,malla
65,Malla_0_65,-7.690435,-7.202701,malla
66,Malla_0_66,-6.355232,-7.049880,malla
67,Malla_0_67,-5.320497,-6.923587,malla
68,Malla_0_68,-3.910281,-6.933042,malla
69,Malla_0_69,-2.559165,-7.030096,malla
70,Malla_0_70,-1.280049,-7.131769,malla
71,Malla_0_71,-1.104437,9.828355,malla
72,Malla_0_72,1.353521,-6.700705,malla
73,Malla_0_73,2.743860,-6.874083,malla
74,Malla_0_74,11.715262,-3.357396,malla
75,Malla_0_75,4.681639,-6.733832,malla
76,Malla_0_76,6.105153,-6.893148,malla
77,Malla_0_77,7.537969,-7.232537,malla
78,Malla_0_78,8.451809,-7.205249,malla
79,Malla_0_79,9.802216,-6.996125,malla
80,Malla_0_80,11.382465,-7.109429,malla
81,Malla_0_81,-12.438969,-5.888157,malla
82,Malla_0_82,-10.980184,-6.069151,malla
83,Malla_0_83,-9.916447,-5.773687,malla
84,Malla_0_84,-8.738617,-5.886042,malla
85,Malla_0_85,-7.199047,-5.849440,malla
86,Malla_0_86,-6.482231,-6.225627,malla
87,Malla_0_87,-4.985498,-6.218546,malla
88,Malla_0_88,-3.603393,-5.998439,malla
89,Malla_0_89,-2.258665,-6.004779,malla
90,Malla_0_90,6.042611,-9.758301,malla
91,Malla_0_91,0.237712,-6.272818,malla
92,Malla_0_92,1.150864,-6.132523,malla
93,Malla_0_93,2.228105,-6.222687,malla
94,Malla_0_94,3.944708,-6.287920,malla
95,Malla_0_95,5.288156,-6.100056,malla
96,Malla_0_96,5.896778,-6.057428,malla
97,Malla_0_97,7.404906,-6.120816,malla
98,Malla_0_98,8.663970,-6.086123,malla
99,Malla_0_99,10.168060,-5.710672,malla
100,Malla_0_100,10.996800,-5.710514,malla
101,Malla_1_1,-12.500000,-5.134340,malla
102,Malla_1_2,9.292641,0.381515,malla
103,Malla_1_3,7.835974,-2.067943,malla
104,Malla_1_4,-12.337280,-4.404593,malla
105,Malla_1_5,2.983972,-1.897929,malla
106,Malla_1_6,-6.240628,-4.736758,malla
107,Malla_1_7,-4.743176,-4.937202,malla
108,Malla_1_8,4.400173,7.568377,malla
109,Malla_1_9,-2.457089,-5.238060,malla
110,Malla_1_10,-1.268072,-5.290166,malla
111,Malla_1_11,8.115920,-3.392498,malla
112,Malla_1_12,0.909227,-5.171664,malla
113,Malla_1_13,2.221887,-5.266024,malla
114,Malla_1_14,4.110763,-4.854531,malla
115,Malla_1_15,5.019594,-5.213987,malla
116,Malla_1_16,9.097458,-5.491737,malla
117,Malla_1_17,10.942915,-4.575943,malla
118,Malla_1_18,9.062227,-4.759878,malla
119,Malla_1_19,2.067565,-1.769188,malla
120,Malla_1_20,11.076741,-5.105023,malla
121,Malla_1_21,11.384151,-0.230424,malla
122,Malla_1_22,-11.027306,-4.042977,malla
123,Malla_1_23,-10.336124,-3.859387,malla
124,Malla_1_24,-9.109787,-4.163040,malla
125,Malla_1_25,-7.533189,-4.055058,malla
126,Malla_1_26,-5.986375,-4.227127,malla
127,Malla_1_27,-4.839245,-3.855055,malla
128,Malla_1_28,-4.110416,-4.017784,malla
129,Malla_1_29,-2.766620,-4.080045,malla
130,Malla_1_30,-1.458389,-3.784030,malla
131,Malla_1_31,-10.272385,-7.302835,malla
132,Malla_1_32,1.406480,-3.792428,malla
133,Malla_1_33,-1.535262,5.535147,malla
134,Malla_1_34,4.053347,-4.234601,malla
135,Malla_1_35,5.063207,-4.277340,malla
136,Malla_1_36,6.073139,-3.718710,malla
137,Malla_1_37,7.255773,-3.779482,malla
138,Malla_1_38,9.751921,0.225291,malla
139,Malla_1_39,9.884263,-4.226476,malla
140,Malla_1_40,10.991291,-3.923997,malla
141,Malla_1_41,-12.500000,-2.759047,malla
142,Malla_1_42,-11.395763,-3.247608,malla
143,Malla_1_43,-9.670351,-2.803226,malla
144,Malla_1_44,-9.015552,-2.878311,malla
145,Malla_1_45,-7.438728,-3.088329,malla
146,Malla_1_46,8.099840,6.989097,malla
147,Malla_1_47,-5.014820,-2.873398,malla
148,Malla_1_48,-1.948075,-9.955881,malla
149,Malla_1_49,-2.846974,-3.262113,malla
150,Malla_1_50,-1.430353,-2.798100,malla
151,Malla_1_51,-0.216057,-3.079519,malla
152,Malla_1_52,1.042023,-2.712845,malla
153,Malla_1_53,2.823083,-3.291893,malla
154,Malla_1_54,3.236594,7.178825,malla
155,Malla_1_55,4.934839,-2.945186,malla
156,Malla_1_56,5.905443,-2.995802,malla
157,Malla_1_57,7.611998,-2.791989,malla
158,Malla_1_58,-12.486047,2.911858,malla
159,Malla_1_59,9.922770,-3.133129,malla
160,Malla_1_60,11.202987,-3.145435,malla
161,Malla_1_61,-12.351258,-1.962535,malla
162,Malla_1_62,-11.617589,-1.854280,malla
163,Malla_1_63,9.804969,9.186033,malla
164,Malla_1_64,-0.692804,-0.060963,malla
165,Malla_1_65,-7.195970,-2.079905,malla
166,Malla_1_66,-6.383911,-2.145026,malla
167,Malla_1_67,-5.158035,-1.715335,malla
168,Malla_1_68,-3.716849,-1.735318,malla
169,Malla_1_69,-2.461236,-1.700613,malla
170,Malla_1_70,6.019151,7.402462,malla
171,Malla_1_71,-0.018794,-1.977007,malla
172,Malla_1_72,1.533265,-1.940238,malla
173,Malla_1_73,3.055904,3.258736,malla
174,Malla_1_74,3.931523,-2.066270,malla
175,Malla_1_75,4.872886,-1.851240,malla
176,Malla_1_76,6.186624,-2.297604,malla
177,Malla_1_77,-5.792663,-2.794091,malla
178,Malla_1_78,8.818957,-2.249694,malla
179,Malla_1_79,9.752467,-1.868595,malla
180,Malla_1_80,-0.234164,9.804031,malla
181,Malla_1_81,9.229495,-1.965163,malla
182,Malla_1_82,-11.380925,-1.130169,malla
183,Malla_1_83,-9.692822,-0.903142,malla
184,Malla_1_84,-8.990120,-0.932722,malla
185,Malla_1_85,-7.255256,-1.036261,malla
186,Malla_1_86,-1.667025,2.222926,malla
187,Malla_1_87,8.628117,1.579343,malla
188,Malla_1_88,-4.103450,-1.065150,malla
189,Malla_1_89,-2.600463,-1.024540,malla
190,Malla_1_90,-1.073923,-1.228546,malla
191,Malla_1_91,0.261519,-1.176201,malla
192,Malla_1_92,1.562338,-0.933535,malla
193,Malla_1_93,2.499013,8.687533,malla
194,Malla_1_94,3.797534,-0.739591,malla
195,Malla_1_95,4.780332,-1.021137,malla
196,Malla_1_96,6.184258,-0.840613,malla
197,Malla_1_97,7.126690,-1.252907,malla
198,Malla_1_98,8.877507,-0.886027,malla
199,Malla_1_99,9.751142,-1.109940,malla
200,Malla_1_100,11.392579,-0.940983,malla
201,Malla_2_1,-3.784645,6.921410,malla
202,Malla_2_2,-10.890118,-0.074480,malla
203,Malla_2_3,-9.868552,0.259478,malla
204,Malla_2_4,-8.976935,-0.219738,malla
205,Malla_2_5,-1.169388,8.845343,malla
206,Malla_2_6,7.031577,-7.378933,malla
207,Malla_2_7,-4.703624,0.269580,malla
208,Malla_2_8,-3.944149,-0.164692,malla
209,Malla_2_9,-2.189618,0.259975,malla
210,Malla_2_10,1.366957,0.539877,malla
211,Malla_2_11,0.356122,-4.787524,malla
212,Malla_2_12,5.551922,7.406960,malla
213,Malla_2_13,2.518729,-0.086025,malla
214,Malla_2_14,3.567760,0.051657,malla
215,Malla_2_15,5.291789,0.103722,malla
216,Malla_2_16,6.618401,-6.591008,malla
217,Malla_2_17,7.750404,-0.044235,malla
218,Malla_2_18,-9.053455,4.059802,malla
219,Malla_2_19,10.357037,-0.219618,malla
220,Malla_2_20,-8.050928,-1.712746,malla
221,Malla_2_21,-12.210422,0.954231,malla
222,Malla_2_22,5.207809,7.766133,malla
223,Malla_2_23,-10.028255,1.212994,malla
224,Malla_2_24,-9.062032,0.996490,malla
225,Malla_2_25,-7.634070,1.105958,malla
226,Malla_2_26,-6.158578,0.895573,malla
227,Malla_2_27,-4.764104,0.952503,malla
228,Malla_2_28,-5.159262,3.977170,malla
229,Malla_2_29,-2.630014,1.150513,malla
230,Malla_2_30,-1.577565,1.142215,malla
231,Malla_2_31,0.126371,1.298375,malla
232,Malla_2_32,1.326863,1.091077,malla
233,Malla_2_33,-9.914549,-3.364698,malla
234,Malla_2_34,4.098515,0.920747,malla
235,Malla_2_35,4.969170,0.786240,malla
236,Malla_2_36,6.077831,0.922774,malla
237,Malla_2_37,7.220018,1.070368,malla
238,Malla_2_38,8.848459,1.014288,malla
239,Malla_2_39,-3.200214,-2.118472,malla
240,Malla_2_40,11.355335,1.017912,malla
241,Malla_2_41,-12.500000,2.161446,malla
242,Malla_2_42,-1.237924,4.180885,malla
243,Malla_2_43,-9.757615,2.191982,malla
244,Malla_2_44,-8.408687,2.279951,malla
245,Malla_2_45,-5.056111,6.164906,malla
246,Malla_2_46,-6.087190,1.709730,malla
247,Malla_2_47,-4.861922,2.205764,malla
248,Malla_2_48,-3.947623,2.278476,malla
249,Malla_2_49,-11.518649,-6.379292,malla
250,Malla_2_50,-1.497820,1.808044,malla
251,Malla_2_51,0.178914,2.061232,malla
252,Malla_2_52,0.984183,2.043998,malla
253,Malla_2_53,6.402636,-4.809187,malla
254,Malla_2_54,4.070903,1.750455,malla
255,Malla_2_55,10.764373,-9.294588,malla
256,Malla_2_56,6.458343,1.732837,malla
257,Malla_2_57,7.848485,2.093232,malla
258,Malla_2_58,5.178555,-8.034793,malla
259,Malla_2_59,8.074718,-9.406046,malla
260,Malla_2_60,11.189992,2.295164,malla
261,Malla_2_61,1.604767,8.035562,malla
262,Malla_2_62,-7.755034,9.637374,malla
263,Malla_2_63,-10.206876,3.145189,malla
264,Malla_2_64,-11.094916,3.086470,malla
265,Malla_2_65,-7.700308,3.214022,malla
266,Malla_2_66,-6.496773,3.244821,malla
267,Malla_2_67,-5.371861,3.259203,malla
268,Malla_2_68,-3.609768,2.860991,malla
269,Malla_2_69,-2.505003,3.115385,malla
270,Malla_2_70,-0.881762,2.901167,malla
271,Malla_2_71,6.639346,-3.123617,malla
272,Malla_2_72,1.238994,3.177514,malla
273,Malla_2_73,2.318754,3.117684,malla
274,Malla_2_74,4.071378,2.840582,malla
275,Malla_2_75,4.831131,2.898893,malla
276,Malla_2_76,6.503258,2.982051,malla
277,Malla_2_77,7.634375,2.930411,malla
278,Malla_2_78,8.897584,3.047933,malla
279,Malla_2_79,3.612505,0.541872,malla
280,Malla_2_80,10.946409,3.195368,malla
281,Malla_2_81,-12.330298,3.847431,malla
282,Malla_2_82,-11.167555,4.152589,malla
283,Malla_2_83,-10.082521,4.145798,malla
284,Malla_2_84,-8.178067,8.037648,malla
285,Malla_2_85,-7.318841,3.955343,malla
286,Malla_2_86,-6.096591,4.292897,malla
287,Malla_2_87,-4.863494,4.284623,malla
288,Malla_2_88,-3.511275,4.161974,malla
289,Malla_2_89,0.736910,-0.098723,malla
290,Malla_2_90,11.066262,8.836038,malla
291,Malla_2_91,0.188294,4.033637,malla
292,Malla_2_92,1.050775,3.921460,malla
293,Malla_2_93,2.500641,3.758482,malla
294,Malla_2_94,3.399214,3.941549,malla
